customer_id,state,customer_lifetime_value,response,coverage,education,effective_to_date,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
XH72888,Arizona,15956.02945,No,Extended,High School or Below,2011-01-21,Employed,M,36354.0,Suburban,Married,202,34,28,0,9,Corporate Auto,Corporate L2,Offer3,Agent,1454.4,Luxury,Small,A,Jan
IV94496,Nevada,43217.21611,No,Extended,High School or Below,2011-01-27,Employed,M,51504.0,Suburban,Single,220,30,99,0,2,Personal Auto,Personal L3,Offer1,Agent,2552.343856,Four-Door Car,Medium,A,Jan
YY58769,Arizona,2570.162134,No,Basic,Bachelor,2011-01-11,Employed,M,58498.0,Suburban,Married,67,6,1,3,1,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Small,A,Jan
EG94326,Nevada,4277.27009,No,Basic,High School or Below,2011-02-09,Employed,M,77265.0,Suburban,Married,107,23,9,0,1,Personal Auto,Personal L2,Offer2,Call Center,513.6,SUV,Small,A,Feb
VF32335,Arizona,19964.39708,No,Basic,College,2011-02-05,Unemployed,M,0.0,Suburban,Single,192,35,34,0,2,Personal Auto,Personal L2,Offer1,Web,921.6,Luxury,Small,A,Feb
MD47500,California,4861.493017,No,Basic,College,2011-02-11,Medical Leave,M,12153.0,Suburban,Single,69,23,9,1,8,Personal Auto,Personal L3,Offer1,Branch,438.155584,Four-Door Car,Large,A,Feb
HX72126,Nevada,21112.53624,No,Extended,Bachelor,2011-02-22,Unemployed,F,0.0,Rural,Married,81,12,59,0,2,Personal Auto,Personal L3,Offer3,Branch,136.848554,Four-Door Car,Medium,A,Feb
DK69871,Nevada,24138.05975,No,Basic,Master,2011-02-13,Employed,M,53691.0,Urban,Divorced,67,13,48,0,2,Personal Auto,Personal L3,Offer1,Call Center,175.97506,Four-Door Car,Medium,A,Feb
PG43749,Oregon,4318.433036,No,Premium,College,2011-02-08,Disabled,F,17572.0,Suburban,Married,110,0,35,0,1,Personal Auto,Personal L1,Offer3,Call Center,639.769748,Two-Door Car,Medium,A,Feb
QT13680,California,2555.51822,No,Basic,High School or Below,2011-02-01,Employed,M,25385.0,Suburban,Married,65,1,96,0,1,Corporate Auto,Corporate L3,Offer4,Branch,458.804028,Four-Door Car,Medium,A,Feb
FV83989,Arizona,2453.570794,Yes,Basic,Bachelor,2011-02-09,Medical Leave,M,29735.0,Suburban,Single,69,3,92,0,1,Personal Auto,Personal L3,Offer1,Agent,331.2,Four-Door Car,Medium,A,Feb
BG42047,Nevada,2511.944048,No,Basic,College,2011-01-15,Medical Leave,M,17658.0,Suburban,Married,65,10,44,0,1,Personal Auto,Personal L3,Offer3,Web,312.0,Four-Door Car,Medium,A,Jan
RD89159,Oregon,4362.931238,Yes,Premium,College,2011-01-03,Employed,M,58842.0,Suburban,Married,110,6,74,0,1,Personal Auto,Personal L3,Offer2,Branch,528.0,Four-Door Car,Medium,A,Jan
GG24674,California,2497.543631,No,Basic,High School or Below,2011-02-21,Retired,F,15520.0,Suburban,Married,66,21,16,0,1,Personal Auto,Personal L1,Offer3,Web,316.8,Two-Door Car,Medium,A,Feb
FX80133,California,4576.759564,No,Premium,Master,2011-01-08,Employed,F,48569.0,Urban,Married,114,0,14,0,1,Personal Auto,Personal L3,Offer1,Agent,434.7579,Four-Door Car,Medium,A,Jan
KX86150,California,7188.292633,No,Extended,High School or Below,2011-01-29,Medical Leave,M,13542.0,Suburban,Married,94,15,35,0,8,Personal Auto,Personal L3,Offer1,Web,451.2,Four-Door Car,Small,A,Jan
SG32258,Arizona,2416.542359,No,Basic,College,2011-02-06,Medical Leave,F,18944.0,Rural,Married,63,20,64,0,1,Personal Auto,Personal L3,Offer4,Call Center,125.274351,Four-Door Car,Medium,A,Feb
WP46383,Oregon,26538.57925,No,Basic,Bachelor,2011-01-18,Employed,F,94132.0,Suburban,Married,73,31,68,0,2,Personal Auto,Personal L2,Offer2,Call Center,350.4,Four-Door Car,Small,A,Jan
CH81088,Oregon,3721.057118,No,Extended,Bachelor,2011-02-02,Employed,F,71333.0,Urban,Married,93,9,92,0,1,Personal Auto,Personal L3,Offer2,Call Center,343.755209,Four-Door Car,Medium,A,Feb
DP50640,California,2548.842787,No,Basic,Bachelor,2011-01-05,Employed,M,47346.0,Suburban,Married,65,15,35,0,1,Personal Auto,Personal L3,Offer2,Call Center,312.0,Four-Door Car,Small,A,Jan
GB71156,California,9156.322563,No,Premium,College,2011-01-22,Employed,M,59624.0,Suburban,Divorced,117,23,44,0,3,Corporate Auto,Corporate L3,Offer3,Branch,582.781896,Four-Door Car,Small,A,Jan
MV86976,California,3482.038245,No,Extended,High School or Below,2011-01-03,Unemployed,M,0.0,Suburban,Single,96,31,85,0,1,Personal Auto,Personal L2,Offer1,Agent,726.132858,Four-Door Car,Medium,A,Jan
QW44027,Oregon,22837.1392,No,Premium,College,2011-02-15,Employed,M,89384.0,Suburban,Married,285,27,70,0,4,Corporate Auto,Corporate L2,Offer2,Web,2052.0,Luxury,Large,A,Feb
OK14812,Nevada,2491.317024,Yes,Basic,Doctor,2011-01-29,Employed,M,36631.0,Rural,Divorced,62,30,77,0,1,Personal Auto,Personal L3,Offer1,Agent,67.530904,Four-Door Car,Large,A,Jan
WB12017,California,18321.86647,No,Basic,College,2011-01-03,Employed,F,21189.0,Suburban,Divorced,66,4,2,0,2,Personal Auto,Personal L3,Offer3,Agent,316.8,Two-Door Car,Medium,A,Jan
SX75100,Arizona,2760.476712,No,Basic,Bachelor,2011-01-09,Employed,M,79065.0,Urban,Married,69,13,24,0,1,Corporate Auto,Corporate L2,Offer2,Web,290.886242,Four-Door Car,Medium,A,Jan
YM50253,California,2946.153697,No,Basic,Bachelor,2011-02-01,Employed,F,89270.0,Urban,Single,74,17,90,0,1,Personal Auto,Personal L3,Offer2,Branch,316.599228,Four-Door Car,Medium,A,Feb
DD44177,California,2395.57,Yes,Basic,Doctor,2011-01-27,Disabled,F,21986.0,Suburban,Divorced,63,1,9,0,1,Personal Auto,Personal L3,Offer2,Branch,333.696228,Two-Door Car,Medium,A,Jan
EU38033,Nevada,5897.745369,No,Basic,High School or Below,2011-02-03,Employed,M,39188.0,Suburban,Divorced,74,9,2,0,3,Personal Auto,Personal L3,Offer3,Web,355.2,Four-Door Car,Medium,A,Feb
FV94802,Nevada,2566.867823,No,Basic,High School or Below,2011-02-06,Medical Leave,M,25049.0,Suburban,Married,67,14,7,0,1,Personal Auto,Personal L3,Offer2,Call Center,454.245098,Two-Door Car,Medium,A,Feb
VT44999,Arizona,3858.867206,No,Basic,High School or Below,2011-01-08,Unemployed,F,0.0,Suburban,Married,107,15,58,1,1,Personal Auto,Personal L3,Offer3,Agent,513.6,SUV,Medium,A,Jan
VW84170,Washington,2819.114769,No,Basic,High School or Below,2011-02-07,Employed,F,88067.0,Suburban,Married,70,19,59,0,1,Personal Auto,Personal L3,Offer2,Branch,336.0,Four-Door Car,Small,A,Feb
BM30720,Nevada,7341.794924,No,Basic,High School or Below,2011-02-03,Employed,F,27649.0,Suburban,Single,63,3,63,0,2,Personal Auto,Personal L3,Offer4,Web,302.4,Four-Door Car,Medium,A,Feb
CF73234,Oregon,2629.315549,No,Basic,High School or Below,2011-01-19,Unemployed,M,0.0,Suburban,Married,71,0,44,0,1,Corporate Auto,Corporate L1,Offer2,Branch,340.8,Four-Door Car,Large,A,Jan
NP88319,Oregon,6945.016955,No,Basic,High School or Below,2011-02-02,Disabled,F,15850.0,Suburban,Married,61,28,14,0,2,Corporate Auto,Corporate L3,Offer4,Call Center,314.528138,Two-Door Car,Medium,A,Feb
CV86445,Arizona,8139.525579,No,Basic,High School or Below,2011-01-12,Employed,M,86876.0,Rural,Married,68,9,3,0,2,Personal Auto,Personal L3,Offer4,Call Center,118.810361,Four-Door Car,Medium,A,Jan
JG13893,Nevada,7355.349908,No,Basic,Bachelor,2011-01-19,Employed,M,51789.0,Suburban,Married,61,33,31,0,2,Corporate Auto,Corporate L2,Offer4,Call Center,435.835125,Two-Door Car,Large,A,Jan
YC83239,Washington,2864.093984,No,Extended,Bachelor,2011-01-13,Unemployed,F,0.0,Suburban,Single,83,15,30,0,1,Personal Auto,Personal L2,Offer4,Web,825.29011,Two-Door Car,Medium,A,Jan
LV34368,California,4813.284447,No,Basic,Bachelor,2011-02-27,Unemployed,M,0.0,Suburban,Single,69,30,44,0,3,Special Auto,Special L3,Offer1,Agent,472.611522,Four-Door Car,Medium,A,Feb
MU79385,Arizona,10080.37031,No,Extended,College,2011-02-12,Employed,M,60944.0,Urban,Married,130,10,38,2,4,Personal Auto,Personal L3,Offer2,Web,623.505066,SUV,Medium,A,Feb
KY33386,Washington,8007.399376,Yes,Basic,High School or Below,2011-01-02,Unemployed,F,0.0,Suburban,Divorced,112,12,93,0,3,Personal Auto,Personal L3,Offer1,Web,537.6,Luxury,Medium,A,Jan
VY40793,Oregon,4270.034394,Yes,Extended,College,2011-01-19,Unemployed,M,0.0,Suburban,Married,122,15,2,0,1,Personal Auto,Personal L3,Offer2,Agent,725.870693,SUV,Medium,A,Jan
DP26592,Oregon,2518.112127,No,Basic,High School or Below,2011-01-08,Employed,M,86617.0,Urban,Single,63,9,10,0,1,Personal Auto,Personal L3,Offer3,Agent,188.325603,Four-Door Car,Medium,A,Jan
UO43395,Oregon,3649.708655,No,Basic,Master,2011-01-31,Unemployed,M,0.0,Suburban,Single,100,31,80,0,1,Personal Auto,Personal L3,Offer1,Agent,480.0,SUV,Medium,A,Jan
KP97208,Oregon,5918.330563,No,Basic,College,2011-02-04,Employed,F,94846.0,Urban,Married,73,15,68,0,7,Corporate Auto,Corporate L2,Offer1,Agent,305.031114,Two-Door Car,Medium,A,Feb
BS91742,Washington,18370.57004,No,Extended,College,2011-01-23,Employed,M,49659.0,Suburban,Divorced,234,31,15,0,9,Personal Auto,Personal L3,Offer3,Web,1684.8,Luxury,Large,A,Jan
OF93412,Nevada,15613.95173,No,Premium,Bachelor,2011-01-19,Employed,F,27514.0,Suburban,Married,197,12,97,0,8,Personal Auto,Personal L3,Offer1,Call Center,1367.199081,SUV,Medium,A,Jan
KT54608,Arizona,2619.337376,Yes,Basic,Bachelor,2011-02-05,Employed,M,78618.0,Urban,Divorced,66,7,56,0,1,Corporate Auto,Corporate L3,Offer1,Agent,225.578841,Two-Door Car,Medium,A,Feb
NQ42020,Oregon,7322.92885,No,Basic,High School or Below,2011-02-07,Employed,M,80864.0,Urban,Married,182,5,30,0,1,Personal Auto,Personal L3,Offer3,Agent,618.210272,Luxury,Medium,A,Feb
JS38272,Arizona,4270.034394,Yes,Extended,College,2011-01-19,Unemployed,M,0.0,Suburban,Married,122,27,2,0,1,Personal Auto,Personal L2,Offer2,Agent,725.870693,SUV,Medium,A,Jan
LD26428,Oregon,4893.291507,No,Basic,Bachelor,2011-02-14,Unemployed,M,0.0,Suburban,Single,73,11,56,0,5,Corporate Auto,Corporate L3,Offer2,Branch,680.047456,Four-Door Car,Medium,A,Feb
EG48956,Washington,4031.104947,No,Basic,College,2011-02-07,Unemployed,M,0.0,Suburban,Married,63,35,59,3,3,Personal Auto,Personal L2,Offer2,Call Center,639.45899,Two-Door Car,Large,A,Feb
PM61374,California,8087.219475,No,Premium,Bachelor,2011-02-06,Unemployed,F,0.0,Suburban,Married,110,9,23,0,6,Personal Auto,Personal L1,Offer1,Web,550.825934,Two-Door Car,Medium,A,Feb
YI73667,California,5340.810309,No,Basic,College,2011-01-17,Unemployed,F,0.0,Suburban,Married,72,1,73,0,6,Personal Auto,Personal L3,Offer2,Web,345.6,Four-Door Car,Medium,A,Jan
QP65569,Arizona,12157.32992,Yes,Premium,High School or Below,2011-02-27,Employed,M,57449.0,Suburban,Single,103,6,28,0,2,Personal Auto,Personal L3,Offer1,Agent,494.4,Four-Door Car,Medium,A,Feb
YQ44187,Oregon,2545.220272,No,Basic,Bachelor,2011-02-26,Employed,F,26746.0,Rural,Single,66,20,41,0,1,Personal Auto,Personal L2,Offer1,Agent,165.75305,Two-Door Car,Medium,A,Feb
NM77390,Nevada,8197.712164,No,Basic,High School or Below,2011-01-13,Employed,M,56788.0,Suburban,Single,108,22,34,5,7,Special Auto,Special L3,Offer1,Agent,579.710188,SUV,Medium,A,Jan
DI89983,California,5223.429265,No,Basic,Bachelor,2011-02-04,Medical Leave,M,16513.0,Suburban,Divorced,71,23,37,0,6,Personal Auto,Personal L3,Offer3,Branch,340.8,Four-Door Car,Medium,A,Feb
IS12075,California,5100.088201,No,Basic,High School or Below,2011-01-26,Unemployed,F,0.0,Suburban,Single,71,9,2,1,7,Corporate Auto,Corporate L1,Offer3,Web,653.726919,Four-Door Car,Small,A,Jan
PP92749,California,3939.00637,Yes,Extended,Bachelor,2011-01-28,Employed,F,60021.0,Suburban,Married,99,12,28,0,1,Special Auto,Special L2,Offer2,Agent,882.871945,Four-Door Car,Small,A,Jan
VJ45879,California,4450.220503,No,Premium,Bachelor,2011-01-28,Employed,M,26848.0,Rural,Married,114,10,50,0,1,Personal Auto,Personal L1,Offer4,Agent,100.557495,Two-Door Car,Medium,A,Jan
PU36617,Arizona,6470.535463,No,Extended,College,2011-02-07,Employed,M,48638.0,Rural,Married,82,16,29,0,3,Personal Auto,Personal L1,Offer3,Call Center,183.104441,Four-Door Car,Medium,A,Feb
UU99893,Arizona,7689.700105,No,Extended,Master,2011-02-04,Employed,F,42677.0,Suburban,Divorced,96,5,20,0,3,Personal Auto,Personal L3,Offer1,Branch,1084.95655,Four-Door Car,Small,A,Feb
OP68330,Oregon,7247.495684,No,Extended,College,2011-02-26,Unemployed,F,0.0,Suburban,Married,96,31,64,1,3,Personal Auto,Personal L2,Offer1,Agent,460.8,Four-Door Car,Large,A,Feb
QF74806,California,6047.02516,Yes,Extended,College,2011-02-19,Employed,M,20396.0,Suburban,Married,76,15,60,1,4,Personal Auto,Personal L3,Offer1,Branch,364.8,Four-Door Car,Medium,A,Feb
NS19456,Oregon,9378.634228,No,Basic,College,2011-01-07,Employed,F,36067.0,Suburban,Married,117,30,78,0,3,Personal Auto,Personal L3,Offer2,Branch,561.6,Luxury,Large,A,Jan
OF24813,Washington,32961.15225,No,Basic,High School or Below,2011-02-19,Employed,F,66014.0,Urban,Married,102,34,11,0,2,Personal Auto,Personal L3,Offer2,Branch,459.966453,SUV,Medium,A,Feb
VZ81004,California,19259.84494,No,Premium,Master,2011-01-26,Employed,F,35973.0,Suburban,Married,159,15,97,0,2,Personal Auto,Personal L2,Offer1,Call Center,763.2,Luxury,Large,A,Jan
TG97744,Oregon,3265.156348,Yes,Extended,Bachelor,2011-01-26,Employed,F,25820.0,Suburban,Divorced,82,10,69,0,1,Corporate Auto,Corporate L2,Offer1,Agent,393.6,Four-Door Car,Medium,A,Jan
KK26955,Washington,2589.43003,No,Basic,High School or Below,2011-01-23,Employed,F,49675.0,Suburban,Married,65,10,54,0,1,Personal Auto,Personal L2,Offer2,Agent,312.0,Two-Door Car,Medium,A,Jan
JF90784,California,19323.23675,No,Extended,High School or Below,2011-01-08,Unemployed,F,0.0,Suburban,Divorced,139,24,3,1,2,Personal Auto,Personal L2,Offer1,Branch,1389.140121,SUV,Small,A,Jan
IW77519,Washington,2610.369217,No,Basic,Bachelor,2011-01-18,Employed,F,54737.0,Suburban,Single,66,3,86,0,1,Personal Auto,Personal L3,Offer3,Web,391.970334,Four-Door Car,Medium,A,Jan
GR37045,Nevada,2991.696011,No,Extended,Bachelor,2011-02-06,Unemployed,F,0.0,Suburban,Single,80,9,96,0,1,Corporate Auto,Corporate L2,Offer2,Web,576.0,Four-Door Car,Small,A,Feb
YW26148,California,12992.27561,No,Basic,High School or Below,2011-02-06,Unemployed,F,0.0,Suburban,Single,72,8,61,0,2,Personal Auto,Personal L3,Offer1,Agent,518.4,Four-Door Car,Medium,A,Feb
YC11951,California,7519.133631,No,Extended,High School or Below,2011-02-20,Employed,M,96306.0,Rural,Divorced,95,12,17,1,6,Corporate Auto,Corporate L2,Offer1,Agent,185.355353,Four-Door Car,Medium,A,Feb
OP43389,California,8178.235107,No,Basic,College,2011-01-28,Employed,F,29057.0,Suburban,Married,102,22,24,0,3,Corporate Auto,Corporate L3,Offer2,Agent,489.6,SUV,Medium,A,Jan
DG80424,Washington,2691.568951,No,Basic,College,2011-01-24,Employed,F,77411.0,Urban,Married,67,30,63,0,1,Personal Auto,Personal L2,Offer2,Agent,257.900458,Four-Door Car,Medium,A,Jan
YS84064,Arizona,15481.25277,No,Premium,Bachelor,2011-01-05,Unemployed,M,0.0,Suburban,Single,180,29,19,3,2,Corporate Auto,Corporate L3,Offer2,Agent,1296.0,SUV,Medium,A,Jan
YZ77792,Washington,4630.363287,No,Basic,High School or Below,2011-01-13,Unemployed,F,0.0,Suburban,Single,64,3,59,0,4,Personal Auto,Personal L3,Offer1,Agent,460.8,Four-Door Car,Small,A,Jan
CA86085,Washington,5608.316348,No,Basic,High School or Below,2011-02-22,Employed,M,67176.0,Suburban,Single,72,20,90,0,9,Personal Auto,Personal L3,Offer2,Branch,345.6,Four-Door Car,Large,A,Feb
UP90711,Oregon,2836.677371,No,Basic,Bachelor,2011-01-31,Employed,F,61029.0,Rural,Single,72,26,98,0,1,Personal Auto,Personal L2,Offer2,Call Center,114.429816,Two-Door Car,Medium,A,Jan
TN54884,California,14932.09982,No,Basic,College,2011-01-08,Employed,F,39049.0,Urban,Married,63,30,34,0,2,Personal Auto,Personal L2,Offer2,Agent,294.75626,Two-Door Car,Medium,A,Jan
OI39301,California,8906.50609,No,Basic,High School or Below,2011-02-02,Unemployed,F,0.0,Suburban,Single,118,28,33,0,3,Personal Auto,Personal L2,Offer2,Agent,566.4,SUV,Medium,A,Feb
EW73206,California,8044.511759,No,Basic,Bachelor,2011-01-12,Employed,F,68849.0,Urban,Married,67,9,67,0,2,Corporate Auto,Corporate L1,Offer2,Call Center,252.699037,Two-Door Car,Medium,A,Jan
VE89726,California,8024.89992,No,Basic,High School or Below,2011-01-15,Unemployed,F,0.0,Suburban,Single,119,6,48,1,8,Personal Auto,Personal L1,Offer3,Branch,856.8,SUV,Medium,A,Jan
WH24638,California,7079.170237,No,Extended,College,2011-02-28,Employed,F,24450.0,Urban,Married,90,4,65,0,4,Personal Auto,Personal L2,Offer3,Agent,250.959093,Four-Door Car,Medium,A,Feb
YA70612,Oregon,8962.795984,No,Basic,Bachelor,2011-02-14,Employed,M,97924.0,Suburban,Married,74,4,26,0,2,Personal Auto,Personal L2,Offer1,Branch,355.2,Two-Door Car,Medium,A,Feb
TS53731,California,8660.838974,No,Basic,College,2011-02-20,Employed,F,79674.0,Rural,Married,107,29,50,0,3,Personal Auto,Personal L2,Offer3,Call Center,9.275859,SUV,Medium,A,Feb
CZ84042,California,2660.931663,No,Basic,High School or Below,2011-01-25,Employed,F,53333.0,Rural,Married,66,4,34,0,1,Personal Auto,Personal L1,Offer2,Branch,22.945038,Two-Door Car,Medium,A,Jan
PA80607,Oregon,8096.312478,No,Basic,High School or Below,2011-02-25,Employed,M,85483.0,Urban,Married,67,8,15,0,2,Personal Auto,Personal L3,Offer2,Agent,314.143133,Two-Door Car,Medium,A,Feb
DY92795,Oregon,3226.850118,No,Extended,Bachelor,2011-01-01,Employed,F,83252.0,Suburban,Married,80,4,98,0,1,Personal Auto,Personal L1,Offer2,Call Center,384.0,Four-Door Car,Medium,A,Jan
NI99807,Oregon,13869.92705,Yes,Basic,College,2011-01-21,Employed,M,28432.0,Suburban,Married,118,1,59,0,2,Personal Auto,Personal L2,Offer2,Branch,612.300581,SUV,Small,A,Jan
EZ77297,California,3267.709691,No,Extended,Master,2011-01-27,Employed,M,28729.0,Urban,Single,90,26,19,3,1,Personal Auto,Personal L3,Offer3,Agent,338.744392,Four-Door Car,Medium,A,Jan
GU91528,Oregon,4254.620669,Yes,Basic,High School or Below,2011-02-03,Disabled,F,11904.0,Suburban,Single,61,34,11,2,3,Personal Auto,Personal L1,Offer1,Web,292.8,Four-Door Car,Medium,A,Feb
HB12866,California,7449.855125,No,Extended,High School or Below,2011-02-26,Unemployed,F,0.0,Suburban,Single,206,7,82,0,1,Personal Auto,Personal L2,Offer2,Agent,1483.2,Luxury,Large,A,Feb
RV52244,Arizona,2498.35063,No,Basic,Bachelor,2011-02-20,Employed,F,31357.0,Rural,Married,63,2,88,0,1,Personal Auto,Personal L3,Offer2,Branch,2.016239,Four-Door Car,Medium,A,Feb
OV87950,California,2837.163399,No,Basic,College,2011-02-14,Employed,M,29242.0,Suburban,Married,73,26,23,0,1,Personal Auto,Personal L1,Offer3,Branch,350.4,Two-Door Car,Large,A,Feb
UK86050,California,7887.964945,No,Basic,High School or Below,2011-02-24,Employed,F,76590.0,Urban,Divorced,65,0,91,0,2,Personal Auto,Personal L3,Offer1,Agent,183.293091,Four-Door Car,Large,A,Feb
CM38959,California,8033.910862,No,Basic,College,2011-01-30,Employed,F,70311.0,Suburban,Married,66,18,15,0,2,Personal Auto,Personal L3,Offer1,Branch,341.395103,Two-Door Car,Medium,A,Jan
DH41343,Washington,2443.665166,No,Basic,College,2011-02-23,Employed,M,92834.0,Suburban,Married,61,15,56,0,1,Special Auto,Special L2,Offer2,Call Center,292.8,Four-Door Car,Large,A,Feb
QI64880,California,7007.274228,No,Basic,Bachelor,2011-02-07,Unemployed,M,0.0,Suburban,Single,101,12,12,0,6,Corporate Auto,Corporate L3,Offer2,Branch,973.787176,SUV,Medium,A,Feb
RV95842,California,8065.234637,No,Extended,College,2011-02-07,Retired,M,29692.0,Suburban,Divorced,77,3,53,0,2,Personal Auto,Personal L2,Offer2,Branch,449.352139,Four-Door Car,Medium,A,Feb
TJ58873,Oregon,2748.800067,No,Basic,High School or Below,2011-01-14,Employed,M,56900.0,Urban,Married,68,11,34,0,1,Personal Auto,Personal L3,Offer3,Agent,304.115627,Four-Door Car,Medium,A,Jan
TW16499,California,3633.05403,No,Extended,Bachelor,2011-02-28,Employed,M,43334.0,Suburban,Married,95,3,72,2,1,Corporate Auto,Corporate L2,Offer4,Call Center,614.367195,Two-Door Car,Small,A,Feb
XX34879,Oregon,14718.11779,No,Extended,College,2011-02-26,Employed,M,56263.0,Suburban,Married,93,27,31,0,2,Corporate Auto,Corporate L3,Offer2,Agent,446.4,Four-Door Car,Medium,A,Feb
DC70690,Arizona,5598.00838,No,Basic,College,2011-01-13,Employed,F,51737.0,Suburban,Single,71,13,55,0,6,Personal Auto,Personal L1,Offer1,Web,430.163277,Four-Door Car,Medium,A,Jan
SK98708,Oregon,4069.776372,No,Premium,College,2011-01-13,Unemployed,F,0.0,Suburban,Single,117,0,42,0,1,Corporate Auto,Corporate L3,Offer2,Branch,609.801279,Four-Door Car,Medium,A,Jan
IQ30108,Oregon,3087.432549,No,Extended,High School or Below,2011-01-28,Employed,M,67591.0,Urban,Married,77,2,78,0,1,Special Auto,Special L2,Offer3,Agent,198.080417,Four-Door Car,Medium,A,Jan
SF32458,California,4991.47197,No,Basic,Doctor,2011-01-30,Medical Leave,M,12608.0,Urban,Married,66,23,72,1,3,Personal Auto,Personal L1,Offer1,Agent,214.866605,Four-Door Car,Medium,A,Jan
MU59158,Arizona,4090.750678,No,Premium,Master,2011-01-30,Employed,F,38884.0,Urban,Married,102,4,87,0,1,Personal Auto,Personal L3,Offer4,Branch,423.819864,Two-Door Car,Medium,A,Jan
ZP49970,Oregon,5824.817366,No,Basic,Bachelor,2011-01-26,Employed,M,40964.0,Suburban,Married,74,7,57,0,8,Special Auto,Special L2,Offer3,Agent,355.2,Two-Door Car,Large,A,Jan
KN65809,Washington,11131.56637,No,Extended,High School or Below,2011-01-04,Unemployed,F,0.0,Suburban,Married,99,26,60,0,2,Personal Auto,Personal L3,Offer1,Agent,475.2,Four-Door Car,Small,A,Jan
FO36473,California,4298.378567,No,Basic,Bachelor,2011-02-17,Employed,F,31414.0,Suburban,Married,116,0,68,4,1,Personal Auto,Personal L3,Offer1,Call Center,556.8,SUV,Medium,A,Feb
HU41273,California,8564.768226,No,Basic,High School or Below,2011-02-17,Employed,M,95697.0,Rural,Married,107,29,29,0,9,Personal Auto,Personal L2,Offer2,Agent,178.006524,Luxury,Medium,A,Feb
BH35016,California,16706.11699,No,Basic,Bachelor,2011-02-09,Employed,F,63933.0,Suburban,Divorced,70,35,98,0,2,Personal Auto,Personal L3,Offer1,Call Center,424.883448,Two-Door Car,Medium,A,Feb
KC26486,Arizona,8427.172486,Yes,Extended,Bachelor,2011-02-10,Employed,F,46503.0,Suburban,Divorced,215,15,21,0,1,Personal Auto,Personal L2,Offer1,Agent,1032.0,Luxury,Medium,A,Feb
VO25412,Washington,8936.823519,No,Basic,Master,2011-01-01,Employed,F,37520.0,Rural,Married,74,21,30,0,2,Special Auto,Special L3,Offer1,Agent,163.576763,Two-Door Car,Medium,A,Jan
ZS72533,Oregon,5191.446028,No,Basic,High School or Below,2011-02-09,Employed,M,86451.0,Rural,Single,65,0,99,0,3,Personal Auto,Personal L3,Offer1,Branch,7.793078,Two-Door Car,Medium,A,Feb
RR66500,California,2436.005997,No,Basic,Master,2011-01-30,Employed,M,87462.0,Rural,Married,61,0,79,1,1,Corporate Auto,Corporate L2,Offer4,Call Center,51.294615,Four-Door Car,Medium,A,Jan
KX86150,California,7188.292633,No,Extended,High School or Below,2011-01-29,Medical Leave,M,13542.0,Suburban,Married,94,5,35,0,8,Personal Auto,Personal L3,Offer1,Web,451.2,Four-Door Car,Small,A,Jan
KE60943,California,4908.207958,No,Basic,Bachelor,2011-02-27,Employed,M,33305.0,Suburban,Married,62,3,12,0,5,Special Auto,Special L2,Offer1,Call Center,353.77899,Four-Door Car,Small,A,Feb
QJ40732,Arizona,4880.339614,No,Basic,College,2011-01-23,Employed,M,97984.0,Suburban,Married,61,1,36,1,5,Personal Auto,Personal L2,Offer2,Agent,407.450118,Four-Door Car,Small,A,Jan
CS51928,California,4508.862933,No,Basic,Bachelor,2011-02-08,Employed,M,83777.0,Urban,Married,112,18,74,0,1,Personal Auto,Personal L3,Offer1,Branch,377.354191,Luxury,Small,A,Feb
HU35721,Oregon,2876.822941,No,Basic,High School or Below,2011-02-14,Employed,M,40171.0,Suburban,Divorced,73,8,78,0,1,Personal Auto,Personal L3,Offer4,Agent,350.4,Four-Door Car,Medium,A,Feb
FM59265,Washington,8034.520139,No,Basic,Bachelor,2011-01-03,Unemployed,F,0.0,Suburban,Married,103,16,50,0,7,Personal Auto,Personal L3,Offer2,Agent,741.6,Four-Door Car,Medium,A,Jan
ZJ26179,Oregon,8382.478392,Yes,Basic,Bachelor,2011-01-27,Employed,M,25998.0,Suburban,Married,71,16,38,0,2,Personal Auto,Personal L3,Offer2,Call Center,791.878042,Four-Door Car,Medium,A,Jan
VZ39362,Oregon,9060.204521,No,Basic,High School or Below,2011-01-18,Employed,F,57078.0,Suburban,Married,113,26,13,1,8,Personal Auto,Personal L3,Offer1,Call Center,542.4,Luxury,Large,A,Jan
DP77737,Oregon,15114.40241,Yes,Basic,High School or Below,2011-01-19,Medical Leave,F,28513.0,Suburban,Married,100,4,22,1,2,Personal Auto,Personal L1,Offer2,Call Center,480.0,SUV,Medium,A,Jan
SY95534,California,3792.829528,No,Basic,Bachelor,2011-01-21,Unemployed,M,0.0,Suburban,Married,104,23,76,0,1,Personal Auto,Personal L3,Offer3,Branch,748.8,SUV,Medium,A,Jan
MG12206,California,3728.874098,No,Basic,College,2011-02-27,Unemployed,M,0.0,Suburban,Single,69,21,54,5,3,Personal Auto,Personal L2,Offer4,Call Center,496.8,Two-Door Car,Medium,A,Feb
